,filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
11639,002168.png,Car,291.9491,174.1661,428.9686,223.83333,-2.93,26.18,clone
35549,006527.png,Car,0.45568535,168.84079,172.96751,372.79288,-2.31,9.14,clone
35550,006527.png,Car,950.5849,144.7395,1117.0052,228.68048,-2.04,22.78,clone
35551,006527.png,Car,1040.8312,161.30173,1182.5912,222.61934,-2.14,24.85,clone
35552,006527.png,Car,77.28235,180.40065,363.57886,288.85754,-2.64,13.02,clone
35554,006527.png,Car,223.49326,164.76646,436.3677,246.45697,-2.76,17.6,clone
35555,006527.png,Car,361.69586,168.56718,493.1368,220.12967,0.36,23.38,clone
35557,006527.png,Car,660.76904,168.07234,750.2634,197.31076,-0.06,36.62,clone
36146,006634.png,Truck,596.0782,158.2719,623.79407,189.24242,-1.58,75.44,clone
36147,006634.png,Car,751.7679,180.66032,968.974,296.87888,-2.06,11.63,clone
36148,006634.png,Van,0.20447542,187.51634,88.299545,262.92737,2.31,26.19,clone
29952,005505.png,Car,216.0886,191.93643,444.33,324.61105,1.89,11.46,clone
29953,005505.png,Car,0.0,202.4238,269.06796,334.2228,2.12,12.62,clone
29954,005505.png,Car,642.5658,174.46288,685.77997,212.41019,-1.65,32.04,clone
29955,005505.png,Car,403.9496,190.85355,493.1549,249.07379,1.79,18.91,clone
29956,005505.png,Car,765.4931,160.93266,911.78107,207.93929,2.84,26.14,clone
37085,006816.png,Misc,713.0965,175.85027,788.93854,252.9016,-1.66,17.62,clone
37086,006816.png,Car,653.7029,183.8258,686.5343,209.43826,-1.65,43.21,clone
13226,002458.png,Car,584.8401,178.63962,600.8434,191.69824,-1.58,73.41,clone
13227,002458.png,Car,471.38266,179.04631,506.07187,204.67879,1.75,48.05,clone
13228,002458.png,Car,511.4164,177.35298,533.0833,193.7802,1.69,71.33,clone
10669,001997.png,Car,583.9008,174.91812,627.69476,215.81839,-1.57,31.26,clone
10670,001997.png,Cyclist,917.9435,152.20177,1014.4913,279.50766,-1.97,12.59,clone
10671,001997.png,Tram,498.10352,145.06116,556.2277,209.23901,-1.49,49.23,clone
10672,001997.png,Car,408.01938,184.57666,441.32376,206.03955,1.78,55.32,clone
34442,006323.png,Car,512.1268,176.84454,550.70135,197.00583,1.87,52.8,clone
34443,006323.png,Car,716.35223,176.02818,739.9175,196.12405,-1.57,53.69,clone
23026,004266.png,Car,522.102,182.32542,563.2597,220.28525,1.63,38.63,clone
11479,002143.png,Car,303.79507,190.08307,432.4125,288.46667,1.71,14.25,clone
11480,002143.png,Misc,437.38577,177.18048,468.6335,210.77057,1.71,40.59,clone
30152,005541.png,Car,0.0,167.4937,108.11954,348.7867,-2.35,11.68,clone
30153,005541.png,Car,326.3293,175.4449,441.41434,220.56572,0.28,27.95,clone
30154,005541.png,Cyclist,1026.5206,141.7332,1107.705,240.78943,-2.13,17.18,clone
30155,005541.png,Cyclist,923.7768,151.61763,969.4709,220.95375,-1.93,19.92,clone
30156,005541.png,Cyclist,884.79706,158.88478,918.0007,214.3657,-1.67,25.17,clone
35169,006450.png,Car,517.1609,161.7847,740.4555,372.46252,-1.58,7.19,clone
35170,006450.png,Car,376.5714,183.69257,417.29645,204.00468,1.85,55.16,clone
35171,006450.png,Car,334.7425,188.07404,372.2252,206.5625,1.93,55.22,clone
35172,006450.png,Car,424.35944,179.52565,462.92953,200.03279,1.8,55.05,clone
35173,006450.png,Car,948.2778,173.64731,1084.4689,219.45546,2.68,31.67,clone
35174,006450.png,Car,45.713398,195.36386,139.43309,231.0177,-2.28,46.03,clone
24313,004507.png,Car,539.5022,180.30649,566.982,197.55148,1.68,60.89,clone
24314,004507.png,Car,437.04147,182.56746,507.30823,205.55098,0.2,51.22,clone
16755,003097.png,Car,579.3106,177.10582,636.6415,224.63367,-1.58,23.46,clone
16756,003097.png,Car,0.40760353,181.07498,195.8421,371.9162,-1.81,7.93,clone
16757,003097.png,Car,113.349014,151.71416,380.75784,340.98175,-1.97,10.08,clone
16758,003097.png,Car,358.498,177.91904,491.31326,236.25415,-2.1,16.54,clone
16760,003097.png,Car,424.43103,177.53014,516.74146,216.36678,-2.2,27.44,clone
16761,003097.png,Car,463.92044,173.81961,541.5664,208.14427,-2.33,33.24,clone
16762,003097.png,Van,723.03015,111.611046,976.5622,307.09872,-1.87,12.69,clone
16763,003097.png,Car,707.9656,178.74706,814.74023,247.8538,-1.76,19.08,clone
16764,003097.png,Car,659.4632,177.84917,701.3853,208.27264,-1.65,36.55,clone
16765,003097.png,Van,636.94696,162.42517,670.00964,194.55534,-1.64,57.16,clone
16766,003097.png,Car,587.69617,172.74811,625.9838,207.17947,-1.59,35.95,clone
16767,003097.png,Car,0.0,173.97212,50.10767,257.3925,2.33,21.05,clone
16768,003097.png,Van,116.143364,141.43008,295.2813,253.73904,2.04,18.62,clone
16769,003097.png,Car,45.42679,167.83485,178.65198,227.20132,2.08,26.86,clone
34451,006326.png,Car,569.5862,175.56454,624.2164,228.3687,-1.55,23.85,clone
34452,006326.png,Car,0.074465744,198.50401,231.46916,372.41284,2.18,10.63,clone
34453,006326.png,Car,473.3524,179.84598,518.5326,208.78589,1.73,39.44,clone
34454,006326.png,Car,635.88696,172.23428,652.7627,187.11697,-1.61,70.75,clone
34455,006326.png,Car,1208.3262,152.21696,1241.9186,204.08463,-2.32,27.39,clone
12189,002271.png,Pedestrian,220.50919,145.88916,303.72,326.41238,0.43,8.34,clone
40222,007413.png,Car,804.6287,163.86815,967.8211,228.36177,-0.39,20.89,clone
40223,007413.png,Car,619.4745,167.19925,654.03784,195.46939,-1.65,41.73,clone
182,000048.png,Pedestrian,661.0731,160.75919,686.93634,236.6624,-1.58,16.94,clone
183,000048.png,Pedestrian,682.81067,158.50706,714.23267,234.80273,-1.66,17.21,clone
184,000048.png,Pedestrian,451.5379,159.95245,481.0321,243.91248,-1.42,16.63,clone
185,000048.png,Cyclist,599.6964,162.74043,622.51904,204.76572,1.73,30.44,clone
20013,003704.png,Car,242.05168,179.07228,530.05426,360.16434,2.0,9.08,clone
20014,003704.png,Car,873.268,199.13594,1242.0,372.1503,-2.09,4.57,clone
20015,003704.png,Car,794.1931,175.82208,1081.2225,368.57837,-1.89,8.62,clone
20016,003704.png,Car,1160.8724,147.46466,1241.4087,227.36516,-2.57,21.69,clone
20017,003704.png,Van,1040.0182,131.35864,1241.982,234.67508,-2.4,20.01,clone
20018,003704.png,Van,918.8084,142.71208,1107.9028,236.68828,-2.2,18.98,clone
20019,003704.png,Car,442.07382,182.86864,537.38354,250.32722,1.79,17.94,clone
20020,003704.png,Car,489.82855,179.42735,568.85693,231.23822,1.82,22.97,clone
20021,003704.png,Car,848.78424,166.95528,931.873,213.37837,2.18,29.69,clone
20023,003704.png,Car,702.4088,175.11201,753.79865,217.71849,-1.68,29.51,clone
20024,003704.png,Car,555.14954,174.3735,603.23627,210.88072,1.77,34.12,clone
20025,003704.png,Van,571.85376,165.61414,614.34143,202.91348,1.69,39.83,clone
20027,003704.png,Truck,655.8278,146.48332,700.90955,193.32808,-1.49,60.98,clone
10099,001891.png,Car,595.7913,175.39723,638.9058,215.89543,-1.58,29.64,clone
10100,001891.png,Car,1185.5039,178.54239,1241.8457,373.3069,-1.58,6.27,clone
10101,001891.png,Car,907.5858,167.01604,1207.951,356.5217,-1.27,9.19,clone
10102,001891.png,Car,778.3351,175.18983,990.28894,291.87308,-1.17,11.97,clone
10103,001891.png,Car,726.2647,169.73257,898.80176,260.55087,-1.1,15.12,clone
10104,001891.png,Car,691.63824,175.62709,818.37146,228.99274,-1.0,18.65,clone
10106,001891.png,Car,681.5762,174.61781,773.7138,215.04048,-0.85,29.28,clone
10107,001891.png,Car,505.5018,180.37242,531.1257,200.33966,1.71,51.31,clone
10108,001891.png,Car,651.1402,173.89381,719.14734,199.94073,-0.8,39.9,clone
10110,001891.png,Van,638.8142,170.01337,685.9533,192.67929,-0.92,61.02,clone
10111,001891.png,Car,478.29565,175.87215,504.1543,195.08519,1.75,67.66,clone
10112,001891.png,Car,457.1314,176.44305,476.08875,191.1001,1.76,76.09,clone
17011,003143.png,Car,653.9544,179.21194,705.86,216.64714,-1.69,28.13,clone
17012,003143.png,Car,725.348,178.45969,857.8596,266.67148,-1.83,14.98,clone
17013,003143.png,Car,711.2961,175.3816,756.1339,200.48984,-1.81,41.31,clone
17014,003143.png,Truck,806.37213,64.80906,1074.1656,258.9785,-1.99,18.95,clone
18193,003375.png,Van,919.495,0.0,1241.5673,372.91867,-2.69,3.53,clone
18194,003375.png,Car,3.0820777,170.99396,371.79874,291.63635,0.52,12.41,clone
18196,003375.png,Car,199.74559,173.454,402.19397,252.05849,0.48,16.85,clone
18197,003375.png,Car,308.311,172.50407,485.00833,233.0075,0.23,20.97,clone
18198,003375.png,Van,303.0871,130.23163,503.37463,231.73247,0.29,23.61,clone
18199,003375.png,Car,673.7559,180.35204,764.83856,245.42436,-1.71,18.9,clone
18200,003375.png,Car,753.1193,177.61214,855.7472,220.26486,-0.19,24.5,clone
18201,003375.png,Car,629.42145,174.20274,652.37506,192.99733,-1.62,62.09,clone
18202,003375.png,Misc,788.7653,196.81454,868.3633,300.5788,1.23,11.39,clone
14614,002708.png,Car,572.3145,174.6474,630.26636,221.92072,-1.54,23.42,clone
14615,002708.png,Car,0.86807853,180.49684,311.28738,368.25134,-1.9,9.37,clone
14616,002708.png,Car,291.55798,178.08008,446.0039,253.72838,-2.07,16.4,clone
14617,002708.png,Car,388.4864,174.09459,508.85275,226.5616,-2.26,21.97,clone
14618,002708.png,Car,474.16348,170.43347,554.8747,203.21008,-2.56,37.89,clone
14619,002708.png,Car,824.7836,184.74422,1240.9838,373.53558,-2.02,8.38,clone
14620,002708.png,Car,680.9772,177.44864,747.4847,221.57477,-1.71,25.05,clone
14621,002708.png,Van,644.3059,157.78146,685.97943,197.52234,-1.66,45.75,clone
14623,002708.png,Car,593.4393,171.83102,629.2893,207.29913,-1.56,33.83,clone
14624,002708.png,Car,0.009758869,176.57352,28.889349,238.70895,2.29,21.91,clone
39686,007311.png,Car,0.0,154.44646,363.6678,372.6327,2.14,5.59,clone
39687,007311.png,Car,344.0719,188.88937,498.76172,292.6136,-1.31,12.82,clone
39688,007311.png,Car,634.1338,181.85356,682.8677,221.75336,1.46,29.29,clone
39689,007311.png,Van,539.37683,172.44673,572.6107,202.11734,1.69,47.95,clone
19593,003632.png,Van,830.64417,100.6989,1237.5314,370.9171,-2.1,6.42,clone
19594,003632.png,Tram,374.5294,140.24506,554.0313,196.36914,-0.18,48.42,clone
19595,003632.png,Person_sitting,380.69186,195.74043,455.9282,314.14978,-1.33,8.88,clone
19596,003632.png,Person_sitting,324.95782,196.30003,401.6177,312.58664,-1.25,9.06,clone
19597,003632.png,Person_sitting,373.78754,199.64864,424.8031,294.80725,1.87,10.0,clone
19598,003632.png,Person_sitting,414.98114,191.45396,460.46802,272.05093,1.8,11.97,clone
19599,003632.png,Pedestrian,187.00192,158.65318,253.92026,310.9135,-1.28,9.88,clone
32994,006059.png,Car,500.61322,175.80392,548.18,212.56906,1.68,33.25,clone
32995,006059.png,Car,282.47247,181.41476,329.4076,206.24689,-1.18,52.4,clone
32996,006059.png,Car,538.9598,174.60005,565.5224,197.02666,1.66,53.71,clone
32999,006059.png,Car,585.5006,173.09286,622.96045,209.80167,-1.56,34.26,clone
32758,006012.png,Car,580.1581,179.00145,607.5155,205.96054,-1.57,47.27,clone
32759,006012.png,Tram,268.43686,153.1295,419.581,210.00697,1.81,66.47,clone
4140,000778.png,Car,759.33374,182.97029,994.01886,315.62656,-1.93,10.6,clone
4141,000778.png,Car,234.58812,178.93248,450.49554,332.6697,1.88,10.94,clone
4142,000778.png,Car,693.4725,163.44908,825.728,256.2441,-1.83,16.39,clone
4143,000778.png,Car,377.6956,177.61963,488.03452,272.1689,1.75,15.53,clone
4144,000778.png,Car,431.09457,189.33052,505.3997,241.5976,1.74,22.51,clone
4145,000778.png,Car,498.05862,177.41435,533.7732,210.59906,1.69,42.72,clone
7010,001321.png,Car,206.81415,191.36969,468.90103,346.2641,1.89,10.35,clone
31996,005878.png,Pedestrian,720.9238,178.95685,733.1164,210.53029,1.39,37.6,clone
32000,005878.png,Car,364.79004,183.46588,412.14124,208.75258,1.89,48.36,clone
34538,006343.png,Truck,593.4584,161.35907,623.0761,193.6525,-1.56,73.23,clone
34539,006343.png,Car,346.19144,186.85558,397.8568,213.43301,1.89,47.35,clone
21316,003946.png,Van,0.22758357,176.31508,115.21197,372.38794,2.53,5.05,clone
21317,003946.png,Car,429.50928,183.26738,510.5138,243.38309,1.74,19.89,clone
21318,003946.png,Van,471.71277,166.28596,533.6443,222.73833,1.71,25.8,clone
21319,003946.png,Car,537.5482,175.94704,564.81067,199.50002,1.62,43.72,clone
3587,000671.png,Pedestrian,757.03864,142.71014,817.1036,303.5053,2.1,8.86,clone
33282,006111.png,Car,587.49115,172.7582,647.48645,230.29985,-1.55,22.18,clone
33283,006111.png,Car,679.4501,175.00511,726.7781,211.99135,-1.68,29.58,clone
33284,006111.png,Misc,880.82336,152.37375,907.61755,182.53433,-1.87,54.36,clone
33285,006111.png,Car,953.8289,162.79343,1022.9785,192.41959,-2.02,42.19,clone
33286,006111.png,Car,1013.874,152.7002,1096.2108,196.67853,-2.09,37.21,clone
33287,006111.png,Misc,1092.8873,133.66573,1162.2521,196.6257,0.92,33.73,clone
29639,005443.png,Car,843.0721,175.15414,1240.8478,373.12222,-2.17,5.5,clone
29640,005443.png,Car,1.3194258,170.17166,233.81009,323.90646,-2.49,10.95,clone
29641,005443.png,Car,0.0,179.93845,91.6815,369.59576,-2.31,9.47,clone
29642,005443.png,Car,98.15566,179.86331,386.13724,288.11215,0.49,12.61,clone
29644,005443.png,Car,318.41455,174.85034,449.04108,231.65367,-2.79,21.84,clone
29646,005443.png,Van,358.31302,161.89957,493.58325,218.63803,-2.91,26.01,clone
29647,005443.png,Car,717.53357,175.11586,812.7319,212.2484,-2.28,30.29,clone
29648,005443.png,Car,625.3827,175.63725,663.06,201.38007,-1.75,41.9,clone
31192,005720.png,Car,650.5225,179.41797,675.2564,201.20769,-1.55,50.74,clone
31193,005720.png,Misc,893.82367,82.412,1240.6138,372.79242,-2.06,5.22,clone
31194,005720.png,Car,746.7876,165.1251,873.1167,274.04742,-1.79,15.18,clone
31195,005720.png,Car,799.85645,188.31183,1022.1775,342.78012,-1.79,9.68,clone
31196,005720.png,Car,711.2155,175.73183,775.89435,232.06462,-1.69,24.81,clone
31197,005720.png,Car,699.17914,181.54326,736.03784,212.62497,-1.63,36.28,clone
2808,000522.png,Car,565.37555,177.65263,671.76843,276.25522,-1.57,13.61,clone
2809,000522.png,Car,1130.059,169.11525,1242.0,372.6815,-1.56,6.48,clone
2810,000522.png,Van,450.18912,173.43883,509.40146,213.36205,1.74,38.54,clone
2811,000522.png,Pedestrian,859.32385,167.72456,885.8131,233.24648,-0.93,19.72,clone
2815,000522.png,Car,0.0,191.90948,94.64257,227.22305,0.56,39.88,clone
8951,001682.png,Car,917.1179,199.26036,1241.5593,372.27444,-2.39,4.49,clone
8952,001682.png,Car,0.0,199.06802,249.78352,363.27606,2.15,10.72,clone
8953,001682.png,Pedestrian,840.25995,150.56007,876.0989,250.31892,-1.68,14.54,clone
8954,001682.png,Pedestrian,880.78796,144.2942,913.85675,245.35527,-1.77,14.39,clone
8955,001682.png,Car,768.4361,184.14447,1020.1241,336.22534,-1.93,9.17,clone
8956,001682.png,Van,278.7449,175.25673,393.42938,220.26721,-2.73,35.49,clone
4360,000818.png,Car,0.5327569,199.55669,402.06622,372.22714,2.03,6.63,clone
4361,000818.png,Car,543.4739,163.59135,572.6461,190.46301,1.61,51.17,clone
26892,004973.png,Pedestrian,743.59064,153.4358,804.68555,290.4025,2.82,9.6,clone
2374,000443.png,Car,290.36258,189.42523,482.92526,329.6013,1.82,10.14,clone
2375,000443.png,Car,689.69867,175.33672,807.30084,258.50296,-1.74,15.67,clone
2376,000443.png,Car,398.98636,179.58765,513.8182,261.91742,-1.38,15.7,clone
2377,000443.png,Car,669.9882,177.7307,749.3985,233.5048,-1.75,20.83,clone
2378,000443.png,Car,510.49252,175.6419,559.27594,218.64253,-1.49,28.36,clone
2379,000443.png,Van,650.25323,164.8697,706.13153,217.80211,-1.69,30.39,clone
2380,000443.png,Car,534.9132,171.14412,573.0822,203.09384,1.62,38.46,clone
2381,000443.png,Car,632.5621,171.45105,658.31866,193.87387,-1.62,48.73,clone
40544,007478.png,Car,593.8276,173.9451,626.4756,205.00017,-1.57,40.6,clone
40545,007478.png,Truck,668.36273,161.45607,735.962,191.78743,-1.86,73.19,clone
40546,007478.png,Truck,191.98338,127.98531,362.9494,235.65596,1.98,31.45,clone
40547,007478.png,Car,375.65756,183.21619,416.63687,209.77745,1.83,48.14,clone
38513,007081.png,Car,0.0,176.50504,122.45077,337.9212,-2.46,10.52,clone
38514,007081.png,Car,670.85425,167.69272,795.94366,216.8381,-0.26,23.39,clone
38515,007081.png,Car,748.36786,170.36906,1016.4804,267.74695,-0.43,13.15,clone
38516,007081.png,Car,36.73661,155.4695,306.62595,256.93616,0.41,15.52,clone
38517,007081.png,Car,132.21657,168.44519,350.25772,240.98224,-2.73,17.79,clone
38519,007081.png,Car,288.27344,160.27573,426.31787,215.31567,-2.92,25.14,clone
2581,000482.png,Car,743.056,182.43138,862.1607,264.5572,-1.83,14.87,clone
2582,000482.png,Car,930.11774,181.13438,1105.4027,266.05328,-2.07,15.96,clone
38416,007058.png,Car,377.6484,182.4588,468.8521,236.45847,1.83,23.61,clone
9241,001732.png,Car,507.54364,191.40958,584.9648,217.95183,-0.16,41.95,clone
24039,004449.png,Pedestrian,427.97092,154.76292,512.5379,303.3891,-3.01,8.95,clone
31087,005697.png,Truck,567.73755,115.81993,646.9988,213.32396,-1.56,31.23,clone
31088,005697.png,Car,33.054585,185.4413,130.80109,226.67134,2.19,39.77,clone
31089,005697.png,Car,123.050514,185.24205,199.01137,218.78337,2.14,44.04,clone
31090,005697.png,Car,164.36276,182.89201,236.99141,215.07071,2.13,47.95,clone
8381,001585.png,Car,409.81058,185.89682,520.3019,276.2251,-1.43,14.67,clone
8382,001585.png,Car,680.80774,164.14577,800.9299,271.00742,-1.74,14.57,clone
8383,001585.png,Misc,490.48862,200.24278,538.2842,234.09067,-1.48,23.66,clone
8384,001585.png,Car,506.77972,183.8295,555.8447,224.71594,1.65,28.12,clone
8385,001585.png,Car,648.3711,187.00888,714.7958,229.39957,-1.72,24.72,clone
8386,001585.png,Car,549.3679,182.52983,573.6082,201.93285,1.6,49.58,clone
8387,001585.png,Car,627.92786,178.76637,652.96124,199.13133,-1.62,54.82,clone
15078,002792.png,Pedestrian,306.33197,161.91806,339.48843,253.79349,1.92,16.39,clone
15079,002792.png,Cyclist,760.232,158.02013,799.74805,232.8869,-1.19,20.09,clone
28554,005245.png,Car,587.9826,187.34854,641.2753,232.11087,-1.59,24.95,clone
28555,005245.png,Car,97.54059,186.6784,369.72733,346.05664,-1.91,9.85,clone
28556,005245.png,Car,222.92102,185.20331,430.00748,294.07434,-2.0,12.49,clone
28557,005245.png,Car,360.63342,184.7998,490.04852,242.1398,-2.13,19.86,clone
28558,005245.png,Van,398.99014,152.81358,538.5377,231.90169,-2.18,22.17,clone
28559,005245.png,Pedestrian,848.3185,181.34157,901.11774,299.70956,-1.91,11.04,clone
28560,005245.png,Car,1217.7783,178.35503,1242.0,324.1477,-0.97,12.38,clone
28561,005245.png,Van,640.735,176.24773,672.0444,204.55031,-1.67,57.05,clone
28562,005245.png,Car,594.88135,183.60599,628.4096,215.0951,-1.55,37.26,clone
28563,005245.png,Van,458.63428,176.94711,560.2117,219.53563,-2.43,32.6,clone
28564,005245.png,Car,0.0,176.46294,139.88068,246.72556,2.22,23.48,clone
28565,005245.png,Car,115.95667,185.10423,229.4983,232.65862,2.16,28.01,clone
28567,005245.png,Pedestrian,201.92404,168.74942,227.28267,233.15598,-1.51,31.0,clone
28569,005245.png,Truck,339.83438,161.00046,425.6172,210.83679,1.87,48.76,clone
19674,003646.png,Car,585.7333,179.3159,641.39,226.1529,-1.57,23.7,clone
19675,003646.png,Car,124.77355,179.23283,354.17566,321.40247,-1.92,10.5,clone
19676,003646.png,Car,245.22813,177.75186,437.76007,277.71497,-2.05,13.17,clone
19677,003646.png,Car,377.57138,177.18686,511.66882,230.57178,-2.21,20.49,clone
19679,003646.png,Car,449.99423,177.76225,537.24194,212.29376,-2.22,31.0,clone
19680,003646.png,Van,462.16464,154.80928,564.062,208.79579,-2.26,33.4,clone
19681,003646.png,Car,846.1399,158.54555,1240.1664,372.01303,-2.05,8.72,clone
19682,003646.png,Pedestrian,722.983,175.44862,747.4965,231.70335,-1.75,21.18,clone
19683,003646.png,Car,860.0509,172.42047,1016.65173,238.61328,-0.61,21.8,clone
19684,003646.png,Car,590.77606,174.98735,626.73083,209.59882,-1.55,36.88,clone
19685,003646.png,Car,0.06308749,177.8763,81.202126,292.68494,2.28,12.36,clone
19686,003646.png,Car,44.138233,181.1002,223.2103,271.65335,2.11,15.59,clone
19687,003646.png,Van,1026.1644,142.20389,1241.2864,241.90309,-0.68,24.82,clone
19688,003646.png,Car,219.92693,168.24767,302.9959,209.28723,2.01,33.18,clone
10845,002030.png,Pedestrian,238.24063,148.22456,298.1771,311.7809,0.4,9.54,clone
6186,001161.png,Pedestrian,130.42819,142.78,240.35985,329.1771,0.52,8.85,clone
25652,004758.png,Car,595.1274,177.12334,662.9289,241.79152,-1.58,19.85,clone
25653,004758.png,Car,845.69604,173.82076,1063.8486,315.7385,-1.21,10.59,clone
25654,004758.png,Car,725.55023,177.46065,880.59485,249.16093,-1.02,16.64,clone
25655,004758.png,Car,1.1137955,179.43513,274.77148,326.19955,2.17,12.54,clone
25656,004758.png,Car,1.3235714,180.57004,202.36765,265.69135,2.15,18.73,clone
25657,004758.png,Car,417.82257,181.74103,497.0329,224.65485,1.83,27.51,clone
25659,004758.png,Car,279.81393,180.65846,381.98877,229.4335,2.06,27.58,clone
25661,004758.png,Car,670.3524,174.72224,693.6614,191.82567,-1.34,63.67,clone
